"X1","X2"
0.343298,0.773609
0.702105,0.056391
0.056029,0.699036
0.580578,0.230317
0.275589,0.613311
0.124167,0.486009
0.231835,0.590873
0.642546,0.626840
0.871775,0.812875
0.068534,0.809972
0.719000,0.310533
0.944895,0.409853
0.571801,0.492378
0.774764,0.686201
0.480301,0.022636
0.128753,0.893255
0.016102,0.634891
0.753448,0.197618
0.835412,0.989144
0.850789,0.127170
0.480070,0.872467
0.089256,0.059460
0.262324,0.226820
0.856002,0.011714
0.371544,0.014717
0.531875,0.531182
0.947634,0.360292
0.040091,0.968158
0.855375,0.517719
0.264337,0.044777
0.200158,0.701346
0.225962,0.627598
0.638223,0.943411
0.132614,0.261268
0.676269,0.936712
0.638157,0.109186
0.121329,0.779450
0.746618,0.060912
0.667459,0.476539
0.131657,0.962087
0.512638,0.473471
0.658186,0.434270
0.546195,0.692074
0.396357,0.032832
0.774863,0.646902
0.497228,0.263413
0.023230,0.305583
0.972184,0.558569
0.237940,0.070745
0.686366,0.167756
0.364680,0.853032
0.358279,0.716756
0.263677,0.277932
0.087309,0.802712
0.929453,0.061968
0.931235,0.658154
0.235894,0.198674
0.336534,0.170725
0.545437,0.363789
0.266581,0.569722
0.583845,0.989012
0.834191,0.104468
0.642018,0.967894
0.781495,0.472316
0.631327,0.235630
0.953409,0.527024
0.027486,0.645219
0.700026,0.973999
0.700587,0.522240
0.796509,0.822312
0.198542,0.433083
0.949515,0.487758
0.361711,0.891672
0.850492,0.362469
0.429288,0.342704
0.405827,0.943246
0.394179,0.232891
0.402462,0.055963
0.818683,0.625256
0.990167,0.540454
0.312974,0.955058
0.516861,0.264634
0.380387,0.515574
0.043985,0.675906
0.521151,0.251963
0.113872,0.336270
0.471458,0.836567
0.616644,0.884808
0.442586,0.182010
0.679667,0.304725
0.219297,0.411008
0.498482,0.691018
0.237643,0.851251
0.635584,0.410282
0.681251,0.566159
0.490134,0.376064
0.810170,0.680921
0.534449,0.114598
0.387712,0.710189
0.296575,0.148551
0.712664,0.550023
0.861579,0.600871
0.325084,0.346433
0.587573,0.584538
0.471755,0.537187
0.667426,0.393189
0.126015,0.626378
0.547812,0.733419
0.672837,0.143932
0.051343,0.755494
0.779384,0.940705
0.270211,0.795915
0.204481,0.892892
0.965122,0.572461
0.030489,0.460041
0.213456,0.124431
0.499802,0.401406
0.463341,0.039497
0.228635,0.793308
0.095229,0.444532
0.283574,0.457071
0.489606,0.613674
0.719890,0.548439
0.097208,0.328450
0.622121,0.491520
0.379199,0.538639
0.840890,0.642909
0.787402,0.576717
0.641292,0.192140
0.657362,0.047020
0.405134,0.087243
0.275688,0.005378
0.141094,0.925097
0.126312,0.111496
0.598594,0.176698
0.356266,0.391012
0.919521,0.251798
0.232891,0.307893
0.823104,0.955850
0.746222,0.400845
0.599749,0.943048
0.553752,0.198839
0.688445,0.199102
0.720154,0.244506
0.142348,0.053653
0.340725,0.227975
0.261994,0.210354
0.799578,0.179766
0.723289,0.918828
0.678381,0.033195
0.999274,0.709331
0.870257,0.000990
0.809015,0.170263
0.336963,0.284333
0.618788,0.903715
0.809345,0.433940
0.393387,0.635320
0.267043,0.271398
0.662839,0.679007
0.341748,0.785455
0.436910,0.093810
0.709199,0.134759
0.269122,0.177754
0.018280,0.572626
0.125817,0.488418
0.513958,0.005147
0.883884,0.885369
0.139246,0.278493
0.810368,0.899195
0.568303,0.656438
0.176665,0.903583
0.208672,0.411239
0.681680,0.730746
0.563486,0.684254
0.352900,0.687818
0.343991,0.300733
0.820597,0.724312
0.317396,0.577575
0.272916,0.339702
0.667162,0.426780
0.080875,0.403781
0.829209,0.448129
0.790042,0.075662
0.092655,0.013364
0.843496,0.298489
0.233122,0.338382
0.862601,0.199762
0.500000,0.358015
0.497195,0.576552
0.017587,0.163763
0.007325,0.166304
0.252590,0.603313
0.191513,0.766416
0.747707,0.819211
0.853659,0.899624
0.970963,0.730218
0.029169,0.593447
0.987791,0.069491
0.906751,0.952122
0.049330,0.759553
0.435194,0.638751
0.415792,0.861645
0.098132,0.197981
0.780110,0.051541
0.394344,0.864779
0.430674,0.737148
0.642810,0.785257
0.916914,0.059757
0.787171,0.277899
0.601795,0.797037
0.903583,0.085825
0.507688,0.761367
0.811852,0.950901
0.822213,0.549561
0.593876,0.521415
0.549429,0.680426
0.949317,0.029466
0.327856,0.068006
0.061506,0.696727
0.517191,0.833069
0.436811,0.283211
0.692272,0.710750
0.374645,0.245034
0.062232,0.144460
0.641325,0.846301
0.663004,0.558998
0.369960,0.144526
0.261037,0.857652
0.635947,0.511285
0.743318,0.938131
0.103214,0.353230
0.649013,0.753646
0.977661,0.622880
0.174553,0.131822
0.847588,0.672672
0.932786,0.695803
0.501089,0.674157
0.683396,0.951198
0.856893,0.600640
0.523890,0.306705
0.582195,0.751534
0.552069,0.259652
0.400680,0.658615
0.513991,0.278130
0.889527,0.836765
0.104072,0.918861
0.795717,0.038870
0.063123,0.685475
0.793671,0.897809
0.713324,0.418069
0.974428,0.905530
0.621626,0.746090
0.294562,0.323236
0.368475,0.594833
0.007127,0.307860
0.218736,0.950175
0.402561,0.424701
0.835610,0.046228
0.884643,0.951066
0.269023,0.577938
0.001353,0.402132
0.231340,0.164357
0.557909,0.268462
0.399360,0.173893
0.288293,0.908632
0.296443,0.279549
0.690094,0.080776
0.002244,0.893057
0.383686,0.600838
0.608229,0.340758
0.003795,0.608394
0.648881,0.640401
0.955091,0.145384
0.315251,0.005180
0.906190,0.891045
0.953442,0.254636
0.033129,0.795981
0.664852,0.904243
0.685937,0.524748
0.291328,0.253613
0.815548,0.620042
0.454134,0.643767
0.654458,0.724279
0.908632,0.571900
0.370950,0.363558
0.430311,0.529994
0.580743,0.155976
0.303801,0.826965
0.948327,0.233287
0.158582,0.124068
0.116710,0.338976
0.956708,0.301920
0.591731,0.928628
0.182670,0.718769
0.235564,0.624134
0.280110,0.347489
0.897182,0.766152
0.413087,0.773807
0.635485,0.090444
0.664324,0.555897
0.595658,0.611067
0.854121,0.100079
0.049924,0.213060
0.536758,0.645153
0.782683,0.962648
0.834455,0.569953
0.687158,0.028707
0.500099,0.937504
0.514123,0.245397
0.912097,0.206890
0.963407,0.583878
0.737115,0.423678
0.042467,0.870323
0.261598,0.690589
0.731868,0.777470
0.145351,0.720418
0.854187,0.907906
0.061209,0.154689
0.466409,0.605623
0.753382,0.163664
0.824127,0.149277
0.921138,0.674883
0.509371,0.076025
0.099584,0.075794
0.028344,0.036065
0.846730,0.203062
0.786082,0.925559
0.415594,0.190952
0.064278,0.842737
0.991157,0.946083
0.482248,0.720979
0.461658,0.004356
0.940903,0.749159
0.889098,0.851053
0.030720,0.376229
0.252953,0.709298
0.253580,0.995347
0.360787,0.194120
0.692503,0.387547
0.414142,0.655910
0.816043,0.812776
0.538771,0.792945
0.126840,0.382103
0.688873,0.719494
0.793506,0.748994
0.685112,0.822675
0.150267,0.495512
0.694879,0.225335
0.820399,0.756352
0.283541,0.088233
0.483964,0.175642
0.755065,0.209397
0.111859,0.015179
0.127269,0.610638
0.762225,0.026298
0.336237,0.523197
0.494655,0.986900
0.583152,0.741272
0.715700,0.494655
0.380651,0.077773
0.089124,0.376592
0.239755,0.771728
0.996700,0.732924
0.430146,0.058800
0.552531,0.113311
0.479674,0.488847
0.021547,0.078928
0.684419,0.575233
0.031776,0.936778
0.433512,0.120537
0.128027,0.731736
0.892002,0.854517
0.527255,0.972151
0.157692,0.204415
0.964396,0.158219
0.906388,0.212862
0.987296,0.611100
0.822114,0.105755
0.576948,0.189203
0.654953,0.541939
0.993269,0.210420
0.843364,0.191117
0.210552,0.871115
0.003267,0.826800
0.558602,0.204910
0.517851,0.243351
0.549660,0.855045
0.988814,0.062925
0.081634,0.822741
0.958985,0.506863
0.981060,0.177622
0.755725,0.549924
0.224708,0.583845
0.423810,0.418003
0.469214,0.894179
0.232957,0.793803
0.834389,0.529664
0.675873,0.099221
0.570448,0.065499
0.543424,0.265393
0.922425,0.646110
0.729427,0.127203
0.727843,0.878143
0.457005,0.035604
0.145318,0.123606
0.848545,0.259520
0.096384,0.635914
0.481060,0.373556
0.258530,0.249588
0.207121,0.927671
0.416485,0.554181
0.216624,0.315944
0.041444,0.340593
0.086683,0.580017
0.822246,0.759685
0.599518,0.661453
0.514255,0.766218
0.934666,0.785158
0.822708,0.042731
0.678513,0.349469
0.021811,0.106646
0.729559,0.342440
0.750412,0.897842
0.316307,0.423744
0.086716,0.881674
0.827889,0.642876
0.564344,0.571042
0.499604,0.215997
0.429486,0.150234
0.439682,0.839471
0.183132,0.384214
0.314558,0.082690
0.787699,0.222200
0.692074,0.217185
0.340791,0.354550
0.273279,0.980664
0.729229,0.668646
0.693988,0.003399
0.668053,0.584571
0.233221,0.542863
0.879529,0.369333
0.394476,0.523164
0.453244,0.981225
0.502112,0.765129
0.858312,0.597868
0.766515,0.830001
0.069722,0.755428
0.922128,0.929354
0.678644,0.843628
0.044381,0.099287
0.588860,0.076849
0.691810,0.217680
0.295651,0.439682
0.554676,0.622814
0.846433,0.120471
0.735300,0.720385
0.732165,0.902231
0.196133,0.178546
0.537616,0.708837
0.929387,0.915891
0.919950,0.528113
0.306243,0.832508
0.365835,0.186729
0.555765,0.116281
0.032601,0.999637
0.574573,0.931928
0.248697,0.286280
0.525737,0.238534
0.898172,0.026430
0.582360,0.545899
0.580281,0.891474
0.224807,0.328417
0.440738,0.485844
0.363690,0.562496
0.189005,0.746123
0.318881,0.328912
0.526826,0.570976
0.084340,0.204646
0.421633,0.197948
0.096813,0.045866
0.554412,0.888636
0.801293,0.840362
0.016663,0.537451
0.849370,0.438593
0.237445,0.435524
0.601729,0.907741
0.892299,0.126312
0.578037,0.724906
0.841154,0.679733
0.832541,0.910315
0.359896,0.568996
0.540157,0.864152
0.363822,0.629314
0.211575,0.238501
0.178183,0.020755
0.468224,0.569755
0.063684,0.994688
0.889593,0.080611
0.115357,0.864680
0.725368,0.720121
0.033822,0.856827
0.783343,0.369399
0.947304,0.534515
0.983700,0.933512
0.207088,0.558701
0.410843,0.093447
0.251798,0.072329
0.056095,0.440177
0.591863,0.707946
0.205240,0.762654
0.094866,0.172210
0.221507,0.619184
0.876526,0.496205
0.881047,0.344519
0.654029,0.255362
0.835280,0.920841
0.828219,0.379397
0.620768,0.254108
0.147859,0.705174
0.282980,0.285917
0.388042,0.176104
0.352999,0.288854
0.360919,0.681218
0.715073,0.165677
0.273444,0.495479
0.757441,0.219659
0.518115,0.780209
0.594800,0.191447
0.707418,0.927869
0.964462,0.588233
0.917673,0.172804
0.916947,0.721342
0.792813,0.066785
0.566620,0.486735
0.888933,0.715733
0.002508,0.101993
0.428826,0.542236
0.326833,0.261499
0.886623,0.976440
0.607569,0.942223
0.890979,0.056952
0.352339,0.795519
0.248070,0.824787
0.418531,0.858741
0.566455,0.698575
0.860721,0.150861
0.178381,0.947304
0.502079,0.930971
0.852669,0.121692
0.801689,0.930377
0.084373,0.019534
0.427275,0.359764
0.061638,0.877351
0.539761,0.899426
0.296113,0.696166
0.633670,0.736587
0.353989,0.688775
0.530192,0.465320
0.659869,0.032469
0.833960,0.584472
0.602521,0.525836
0.027684,0.440903
0.733881,0.832805
0.489540,0.237808
0.708606,0.901604
0.167558,0.070712
0.651422,0.162080
0.389527,0.876889
0.606910,0.819970
0.778130,0.030126
0.055798,0.181515
0.541081,0.219593
0.521811,0.768858
0.226721,0.239161
0.768000,0.134264
0.323632,0.092622
0.339306,0.930476
0.019369,0.036560
0.312017,0.288194
0.353230,0.567709
0.400416,0.642810
0.468851,0.559691
0.170890,0.263710
0.221276,0.356662
0.837029,0.343859
0.127236,0.141853
0.756583,0.397941
0.371412,0.443609
0.509305,0.298159
0.088299,0.281627
0.098693,0.438329
0.876031,0.390121
0.796410,0.098561
0.181614,0.952023
0.055006,0.742526
0.405662,0.710321
0.365967,0.171253
0.578334,0.454596
0.891936,0.188016
0.515970,0.337623
0.228041,0.069227
0.993698,0.906718
0.916716,0.950406
0.753316,0.464429
0.812842,0.879265
0.991487,0.228569
0.538672,0.312512
0.109912,0.750379
0.794397,0.061011
0.837458,0.493566
0.200587,0.890517
0.299314,0.163829
0.180954,0.177655
0.942190,0.555600
0.109120,0.559988
0.658978,0.314789
0.681614,0.141952
0.552201,0.414967
0.423250,0.372039
0.373292,0.988550
0.830925,0.025012
0.083416,0.301854
0.263644,0.917277
0.081667,0.766482
0.964627,0.830562
0.945885,0.851911
0.741074,0.523791
0.719560,0.089025
0.040784,0.311852
0.973867,0.636871
0.525704,0.538144
0.892530,0.557777
0.617534,0.934567
0.594932,0.740315
0.729987,0.330067
0.823764,0.769617
0.859071,0.369696
0.896291,0.585594
0.260740,0.718802
0.585165,0.629809
0.059856,0.323632
0.235069,0.662938
0.195473,0.021580
0.424767,0.711641
0.632845,0.398271
0.212928,0.500363
0.409523,0.059592
0.026100,0.249522
0.463044,0.916320
0.177853,0.601894
0.411800,0.522372
0.415429,0.845014
0.036065,0.337656
0.166997,0.074903
0.555501,0.882861
0.987494,0.847192
0.855969,0.712235
0.365901,0.500429
0.567049,0.070943
0.962285,0.201808
0.545272,0.709892
0.238369,0.097472
0.759718,0.764733
0.907444,0.529763
0.167822,0.116248
0.696562,0.993962
0.108130,0.955784
0.489705,0.389494
0.736818,0.990761
0.991718,0.405266
0.578169,0.703524
0.863723,0.002145
0.691843,0.368904
0.301293,0.449383
0.519501,0.291328
0.831782,0.106844
0.230119,0.376493
0.349139,0.754702
0.700785,0.804494
0.830364,0.368442
0.987527,0.369927
0.861612,0.625322
0.330727,0.551805
0.552399,0.907345
0.457104,0.058206
0.162245,0.011153
0.743021,0.918267
0.052432,0.936745
0.965584,0.114862
0.109483,0.755593
0.721045,0.957731
0.294694,0.724345
0.391045,0.583251
0.866462,0.315845
0.160133,0.323566
0.381905,0.651587
0.303537,0.069293
0.903187,0.918069
0.439979,0.902693
0.233914,0.258002
0.998020,0.374843
0.655844,0.470930
0.145582,0.997294
0.893684,0.528971
0.815020,0.980070
0.363855,0.566488
0.217218,0.432819
0.143008,0.442355
0.453574,0.082492
0.558536,0.188148
0.506566,0.360325
0.620009,0.973834
0.018082,0.493863
0.091962,0.941596
0.725005,0.949152
0.971788,0.248763
0.170230,0.785785
0.108427,0.150564
0.540487,0.896225
0.420247,0.145648
0.859863,0.050584
0.031677,0.700191
0.416584,0.428958
0.233551,0.778361
0.935953,0.873655
0.042731,0.263776
0.306738,0.368013
0.450472,0.296146
0.028146,0.935458
0.812875,0.893552
0.997129,0.685970
0.503498,0.982941
0.095262,0.060219
0.289217,0.357355
0.454431,0.463044
0.705240,0.640896
0.592061,0.230515
0.239095,0.647364
0.883851,0.342869
0.133604,0.971623
0.845542,0.113608
0.582954,0.539926
0.681845,0.864251
0.591698,0.646341
0.177028,0.166931
0.270738,0.711146
0.294760,0.313139
0.402330,0.858213
0.796113,0.607767
0.130832,0.532568
0.371577,0.598660
0.537517,0.966211
0.912460,0.182868
0.025441,0.452287
0.350195,0.790768
0.881344,0.007523
0.704811,0.293968
0.518709,0.560879
0.696364,0.468026
0.074276,0.497855
0.700752,0.628291
0.824721,0.062562
0.022669,0.760311
0.876262,0.769287
0.835907,0.312941
0.935425,0.824160
0.952485,0.750907
0.869531,0.151818
0.684881,0.111859
0.110770,0.239128
0.941101,0.128588
0.922953,0.116479
0.819706,0.033657
0.165050,0.788788
0.222596,0.667030
0.062694,0.725335
0.720319,0.753514
0.170560,0.600178
0.164852,0.227249
0.188742,0.085495
0.273741,0.704613
0.808223,0.189434
0.201544,0.581667
0.462945,0.043424
0.160925,0.468653
0.517323,0.605689
0.459381,0.175015
0.551574,0.101564
0.316043,0.468455
0.041576,0.571636
0.109252,0.318155
0.681548,0.720847
0.540916,0.981687
0.493599,0.844585
0.402594,0.263875
0.841253,0.385039
0.849469,0.224576
0.254372,0.625817
0.496205,0.636937
0.848347,0.549495
0.062529,0.510064
0.692107,0.728140
0.346433,0.235894
0.238105,0.572428
0.714578,0.454365
0.188807,0.148287
0.285026,0.504620
0.737874,0.791724
0.172243,0.172111
0.452617,0.602158
0.394905,0.567775
0.526595,0.654161
0.044843,0.511978
0.667855,0.057282
0.199366,0.852273
0.090543,0.586221
0.482380,0.826635
0.484228,0.176533
0.800205,0.362634
0.830496,0.371082
0.010064,0.823962
0.720913,0.716855
0.272124,0.294958
0.531743,0.731142
0.925064,0.752359
0.180789,0.401538
0.913977,0.062199
0.284993,0.697882
0.732231,0.031677
0.207418,0.448261
0.467267,0.098363
0.900086,0.917970
0.909622,0.885666
0.540223,0.329572
0.375107,0.684485
0.141226,0.727546
0.148881,0.133736
0.457896,0.001815
0.297664,0.312149
0.898865,0.687950
0.700851,0.323434
0.841649,0.628885
0.917178,0.164720
0.832310,0.330892
0.320399,0.911503
0.786379,0.773312
0.466376,0.005312
0.747740,0.913746
0.859302,0.159209
0.935788,0.383125
0.014519,0.895433
0.482611,0.009437
0.523725,0.623144
0.553983,0.177226
0.727942,0.481819
0.473933,0.870125
0.039794,0.656537
0.804593,0.920610
0.580908,0.339669
0.332013,0.421105
0.772454,0.427638
0.085330,0.551343
0.590906,0.827889
0.041609,0.392200
0.114895,0.456114
0.646374,0.449086
0.526265,0.240249
0.988451,0.321553
0.019567,0.305385
0.345872,0.524517
0.142183,0.213885
0.312512,0.787039
0.437867,0.366231
0.872830,0.989705
0.249093,0.223652
0.593447,0.466904
0.476077,0.304890
0.406553,0.439385
0.518313,0.571735
0.628654,0.335181
0.496370,0.649277
0.876559,0.672045
0.886689,0.587969
0.618854,0.127401
0.820630,0.912196
0.323038,0.892497
0.237742,0.504356
0.652511,0.746321
0.575728,0.362964
0.446182,0.427836
0.294661,0.585396
0.385402,0.684749
0.901637,0.772949
0.174784,0.942916
0.887085,0.176137
0.686564,0.294529
0.398535,0.657362
0.147232,0.062463
0.175774,0.743285
0.056325,0.840857
0.631360,0.622583
0.959051,0.080743
0.992345,0.887382
0.685376,0.624695
0.195407,0.443971
0.413482,0.360589
0.703194,0.019204
0.242229,0.303009
0.419851,0.115885
0.792153,0.931532
0.453772,0.218175
0.592391,0.524814
0.295519,0.264964
0.532106,0.572329
0.987131,0.437339
0.793902,0.219857
0.752821,0.814261
0.728206,0.048307
0.519072,0.308586
0.758431,0.075002
0.687389,0.899888
0.539596,0.775622
0.267901,0.402594
0.809543,0.243813
0.427242,0.934501
0.055996,0.728965
0.574936,0.377780
0.310764,0.976044
0.138817,0.874117
0.737016,0.343232
0.025539,0.034020
0.367122,0.851218
0.775820,0.404606
0.660859,0.590015
0.003201,0.479278
0.547317,0.433116
0.588200,0.493434
0.578961,0.867815
0.999142,0.259256
0.847687,0.590510
0.949713,0.564410
0.395565,0.075266
0.639444,0.945291
0.341385,0.584769
0.374843,0.576915
0.096087,0.226193
0.430278,0.903913
0.575101,0.467993
0.338976,0.492180
0.962978,0.652148
0.663763,0.165776
0.499736,0.512506
0.452056,0.148089
0.298984,0.470567
0.124530,0.934864
0.293902,0.791394
0.255626,0.115357
0.710618,0.840725
0.511747,0.599881
0.505840,0.176170
0.495875,0.300205
0.791922,0.633505
0.414274,0.959282
0.838613,0.991091
0.398073,0.462021
0.068237,0.464957
0.668218,0.970072
0.261433,0.846895
0.703656,0.661156
0.321224,0.715139
0.927440,0.999868
0.587045,0.971656
0.381476,0.119283
0.230185,0.516069
0.360424,0.761037
0.630436,0.894146
0.801062,0.788128
0.977199,0.553521
0.095559,0.202435
0.339999,0.817726
0.137860,0.644229
0.573385,0.803735
0.045569,0.237907
0.791988,0.918630
0.425559,0.999175
0.768264,0.852471
0.368772,0.620273
0.057909,0.683495
0.902198,0.557282
0.270705,0.849436
0.289118,0.098132
0.437504,0.878242
0.810764,0.052630
0.636013,0.052036
0.754603,0.949911
0.032865,0.379298
0.619712,0.237082
0.967333,0.776744
0.408533,0.595559
0.856860,0.432720
0.518247,0.425328
0.617369,0.154062
0.566719,0.497789
0.905860,0.616941
0.897017,0.110275
0.384874,0.966739
0.811357,0.273675
0.737577,0.070580
0.121461,0.139378
0.769188,0.972316
0.526760,0.232792
0.073055,0.038936
0.491982,0.696826
0.126114,0.850096
0.564740,0.211641
0.567313,0.401109
0.007391,0.988451
0.263875,0.007985
0.121164,0.373424
0.718406,0.226886
0.843331,0.023065
0.204910,0.967036
0.038441,0.324754
0.573253,0.855903
0.022999,0.210486
0.932687,0.202468
0.484162,0.823401
0.788920,0.620372
0.900845,0.700521
0.039365,0.485712
0.731241,0.539794
0.038144,0.841550
0.522471,0.741767
0.339570,0.579786
0.064509,0.719956
0.030621,0.828450
0.236026,0.488682
0.359104,0.050551
0.404738,0.694516
0.207979,0.452815
0.563189,0.881575
0.302118,0.625850
0.660562,0.642612
0.952452,0.525638
0.863888,0.406850
0.720055,0.975945
0.125421,0.857091
0.446248,0.414802
0.305946,0.343661
0.315053,0.107800
0.872336,0.541081
0.164456,0.062859
0.121032,0.811390
0.695836,0.554577
0.984030,0.384049
0.263512,0.054313
0.059097,0.341484
0.105293,0.733254
0.004455,0.115555
0.761730,0.874777
0.251600,0.456741
0.022240,0.556919
0.802910,0.787006
0.293143,0.360556
0.125850,0.013529
0.519600,0.326866
0.848710,0.219099
0.124596,0.683726
0.305187,0.597010
0.185277,0.682439
0.681317,0.375668
0.501419,0.612816
0.739820,0.400878
0.505147,0.948723
0.377384,0.174982
0.530555,0.095889
0.721936,0.492312
0.447040,0.674850
0.441365,0.070349
0.470897,0.099650
0.520722,0.139279
0.040520,0.955289
0.928727,0.304362
0.807101,0.348578
0.009701,0.953442
0.658846,0.986570
0.659044,0.684518
0.692899,0.733221
0.481852,0.109879
0.393948,0.898634
0.362964,0.559955
0.064872,0.309114
0.092688,0.165809
0.849139,0.518181
0.197948,0.124233
0.847951,0.367353
0.994853,0.182637
0.114169,0.412559
0.522240,0.957764
0.300073,0.730020
0.310731,0.559394
0.133175,0.212631
0.772190,0.571372
0.040190,0.272751
0.872303,0.911701
0.158813,0.807365
0.156207,0.862206
0.710486,0.294463
0.489177,0.646011
0.646539,0.110176
0.554478,0.949713
0.812578,0.345245
0.946347,0.380222
0.820069,0.395994
0.227117,0.108757
0.835709,0.705669
0.901571,0.371049
0.163499,0.818287
0.957434,0.740711
0.715865,0.398172
0.408863,0.483337
0.913284,0.131162
0.166502,0.559163
0.470864,0.172903
0.515080,0.738369
0.075695,0.995248
0.943378,0.177094
0.312248,0.459117
0.392728,0.965551
0.154194,0.069359
0.366297,0.929420
0.634759,0.854979
0.540190,0.051574
0.369465,0.870455
0.176401,0.713291
0.163532,0.682043
0.963077,0.307563
0.680690,0.899096
0.394212,0.639411
0.408104,0.975153
0.783508,0.720880
0.975516,0.987362
